"","country","region","year","co2","population","gdp","tpes"
"4034","Azerbaijan","Non-OECD Europe and Eurasia",1998,26.246177,7.913,29.469,492.0335
"4035","Belarus","Non-OECD Europe and Eurasia",1998,56.294524,10.069,65.409,1039.6585
"4036","Bosnia and Herzegovina","Non-OECD Europe and Eurasia",1998,10.651434,3.776,19.544,140.2072
"4037","Bulgaria","Non-OECD Europe and Eurasia",1998,49.023183,8.257,72.878,838.6378
"4038","Croatia","Non-OECD Europe and Eurasia",1998,17.617605,4.501,63.964,369.1495
"4039","Cyprus","Non-OECD Europe and Eurasia",1998,5.812596,0.675,18.849,82.7407
"4040","FYR of Macedonia","Non-OECD Europe and Eurasia",1998,9.663524,1.984,16.472,120.9586
"4041","Georgia","Non-OECD Europe and Eurasia",1998,4.908533,4.487,13.504,127.2541
"4042","Gibraltar","Non-OECD Europe and Eurasia",1998,0.311921,0.029,0.715,4.8944
"4043","Kazakhstan","Non-OECD Europe and Eurasia",1998,128.264264,15.071,134.122,1646.9732
"4044","Kosovo","Non-OECD Europe and Eurasia",1998,NA,NA,NA,NA
"4045","Kyrgyzstan","Non-OECD Europe and Eurasia",1998,5.72015,4.769,9.111,115.5911
"4046","Lithuania","Non-OECD Europe and Eurasia",1998,14.29021,3.549,39.613,391.3116
"4047","Malta","Non-OECD Europe and Eurasia",1998,2.373598,0.385,8.084,28.9204
"4048","Republic of Moldova","Non-OECD Europe and Eurasia",1998,8.431788,3.653,8.419,149.6028
"4049","Montenegro","Non-OECD Europe and Eurasia",1998,NA,NA,NA,NA
"4050","Romania","Non-OECD Europe and Eurasia",1998,96.48322,22.507,215.49,1718.3139
"4051","Russian Federation","Non-OECD Europe and Eurasia",1998,1406.352762,147.671,1561.149,24616.3387
"4052","Serbia","Non-OECD Europe and Eurasia",1998,56.286467,10.141,59.025,729.692
"4053","Tajikistan","Non-OECD Europe and Eurasia",1998,2.75637,6.012,6.398,94.2384
"4054","Turkmenistan","Non-OECD Europe and Eurasia",1998,30.404503,4.395,19.205,524.44
"4055","Ukraine","Non-OECD Europe and Eurasia",1998,306.38641,50.144,219.255,5681.3316
"4056","Uzbekistan","Non-OECD Europe and Eurasia",1998,112.72223,24.051,55.134,2091.9651
"4057","Former Soviet Union (if no detail)","Non-OECD Europe and Eurasia",1998,NA,NA,NA,NA
"4058","Former Yugoslavia (if no detail)","Non-OECD Europe and Eurasia",1998,NA,NA,NA,NA
"4059","Algeria","Africa",1998,57.507306,30.337,291.148,1042.3016
"4060","Angola","Africa",1998,3.732426,14.188,53.148,279.0193
"4061","Benin","Africa",1998,1.214341,6.546,10.053,92.1596
"4062","Botswana","Africa",1998,3.681882,1.678,15.762,70.0207
"4063","Cameroon","Africa",1998,2.683561,15.109,34.605,251.3787
"4064","Congo","Africa",1998,0.326715,2.953,13.511,30.4039
"4065","Côte d'Ivoire","Africa",1998,4.827728,15.728,48.425,246.6909
"4066","Dem. Rep. of Congo","Africa",1998,1.273534,45.648,27.391,579.2823
"4067","Egypt","Africa",1998,97.989342,65.923,452.536,1742.0468
"4068","Eritrea","Africa",1998,0.592545,3.337,5.762,28.3254
"4069","Ethiopia","Africa",1998,2.922274,62.708,36.131,1251.6879
"4070","Gabon","Africa",1998,1.617168,1.173,24.006,62.9653
"4071","Ghana","Africa",1998,5.460084,17.969,38.719,309.6102
"4072","Kenya","Africa",1998,6.58117,29.565,63.835,554.0674
"4073","Libya","Africa",1998,35.35442,5.154,110.438,639.9721
"4074","Mauritius","Africa",1998,1.791009,1.16,11.269,36.4599
"4075","Morocco","Africa",1998,27.540531,28.292,124.37,431.6645
"4076","Mozambique","Africa",1998,1.155277,17.317,9.068,278.7344
"4077","Namibia","Africa",1998,2.020022,1.81,10.621,45.0549
"4078","Niger","Africa",1998,NA,NA,NA,NA
"4079","Nigeria","Africa",1998,37.68666,116.861,322.657,3348.2147
"4080","Senegal","Africa",1998,3.190602,9.387,16.936,89.5287
"4081","South Africa","Africa",1998,291.968748,43.584,401.071,4520.0567
"4082","South Sudan","Africa",1998,NA,NA,NA,NA
"4083","Sudan","Africa",1998,4.623018,32.87,69.372,530.7782
"4084","United Rep. of Tanzania","Africa",1998,2.376206,32.324,43.816,502.2717
"4085","Togo","Africa",1998,0.82538,4.625,6.116,77.4602
"4086","Tunisia","Africa",1998,16.091758,9.499,65.123,285.5573
"4087","Zambia","Africa",1998,2.030218,10.034,19.947,254.8059
"4088","Zimbabwe","Africa",1998,13.624889,12.227,32.116,415.6664
"4089","Other Africa","Africa",1998,15.467023,137.136,160.502,2073.897
"4090","Bangladesh","Asia",1998,18.974758,126.17,192.069,729.2625
"4091","Brunei Darussalam","Asia",1998,4.312663,0.317,22.843,97.3955
"4092","Cambodia","Asia",1998,1.881526,11.642,13.459,143.6987
"4093","DPR of Korea","Asia",1998,59.640204,22.445,111.704,719.4803
"4094","India","Asia",1998,793.961898,1016.403,2302.519,17052.1037
"4095","Indonesia","Asia",1998,242.978314,205.753,1137.889,5739.6351
"4096","Malaysia","Asia",1998,97.687665,22.358,320.674,1771.8872
"4097","Mongolia","Asia",1998,8.521984,2.356,10.488,93.8254
"4098","Myanmar","Asia",1998,7.763178,46.51,64.205,519.4825
"4099","Nepal","Asia",1998,2.201721,22.866,32.299,304.7838
"4100","Pakistan","Asia",1998,86.541211,132.014,438.888,2451.0303
"4101","Philippines","Asia",1998,69.412527,74.656,299.901,1576.1649
"4102","Singapore","Asia",1998,37.044497,3.927,176.377,835.8111
"4103","Sri Lanka","Asia",1998,8.252291,18.425,92.243,296.4161
"4104","Chinese Taipei","Asia",1998,186.634006,21.629,509.484,3156.7269
"4105","Thailand","Asia",1998,146.03788,61.251,518.937,2768.819
"4106","Viet Nam","Asia",1998,40.211324,75.456,180.131,1111.2358
"4107","Other Asia","Asia",1998,10.644363,33.019,74.776,328.9754
"4108","People's Rep. of China","China",1998,2999.686683,1241.935,3879.726,45149.9178
"4109","Hong Kong, China","China",1998,41.434778,6.544,201.278,548.6347
"4110","Argentina","Non-OECD Americas",1998,135.36048,36.242,490.249,2504.1703
"4111","Bolivia","Non-OECD Americas",1998,6.937815,8.026,35.02,186.807
"4112","Brazil","Non-OECD Americas",1998,270.584521,170.516,1866.923,7643.1268
"4113","Colombia","Non-OECD Americas",1998,59.341886,39.234,328.795,1202.7422
"4114","Costa Rica","Non-OECD Americas",1998,4.550327,3.767,34.311,99.8074
"4115","Cuba","Non-OECD Americas",1998,26.045125,11.042,109.329,478.244
"4116","Curaçao","Non-OECD Americas",1998,5.425415,0.206,1.931,113.8035
"4117","Dominican Republic","Non-OECD Americas",1998,16.498,8.296,59.704,268.1599
"4118","Ecuador","Non-OECD Americas",1998,20.399774,12.164,94.919,370.2346
"4119","El Salvador","Non-OECD Americas",1998,5.206087,5.736,34.62,153.0028
"4120","Guatemala","Non-OECD Americas",1998,7.642651,11.137,64.406,260.5308
"4121","Haiti","Non-OECD Americas",1998,1.30054,8.258,14.063,85.8081
"4122","Honduras","Non-OECD Americas",1998,4.322509,5.986,20.508,139.226
"4123","Jamaica","Non-OECD Americas",1998,9.458375,2.558,20.239,146.8334
"4124","Nicaragua","Non-OECD Americas",1998,3.356774,4.87,15.359,101.3739
"4125","Panama","Non-OECD Americas",1998,5.399322,2.911,29.406,107.7261
"4126","Paraguay","Non-OECD Americas",1998,4.018118,5.089,32.81,180.5171
"4127","Peru","Non-OECD Americas",1998,24.412276,25.2,158.627,481.6992
"4128","Suriname","Non-OECD Americas",1998,NA,NA,NA,NA
"4129","Trinidad and Tobago","Non-OECD Americas",1998,9.47614,1.263,18.747,333.2715
"4130","Uruguay","Non-OECD Americas",1998,5.345667,3.292,43.565,124.1328
"4131","Venezuela","Non-OECD Americas",1998,119.670362,23.566,354.692,2191.1361
"4132","Other Non-OECD Americas","Non-OECD Americas",1998,13.804467,3.331,36.47,228.7113
"4133","Bahrain","Middle East",1998,15.415184,0.618,26.863,318.5889
"4134","Islamic Rep. of Iran","Middle East",1998,265.99438,63.616,711.401,4658.5516
"4135","Iraq","Middle East",1998,79.181182,22.201,235.79,1195.0325
"4136","Jordan","Middle East",1998,13.72833,4.621,33.551,195.2025
"4137","Kuwait","Middle East",1998,38.835702,1.766,136.632,702.9167
"4138","Lebanon","Middle East",1998,14.870344,3.114,39.38,216.0157
"4139","Oman","Middle East",1998,15.273802,2.225,92.792,284.4073
"4140","Qatar","Middle East",1998,20.42096,0.549,56.472,446.8153
"4141","Saudi Arabia","Middle East",1998,220.166086,20.302,711.72,3848.9508
"4142","Syrian Arab Republic","Middle East",1998,37.516557,15.569,86.031,647.0596
"4143","United Arab Emirates","Middle East",1998,78.405389,2.734,280.862,1321.9989
"4144","Yemen","Middle East",1998,11.259275,16.83,60.414,165.85
"4145","Canada","OECD Americas",1999,494.674278,30.401,1076.933,10319.578
"4146","Chile","OECD Americas",1999,52.62059,15.197,196.607,1047.8677
"4147","Mexico","OECD Americas",1999,335.787148,99.706,1343.96,6275.3902
"4148","United States","OECD Americas",1999,5438.356436,279.328,12213.27,92565.8103
"4149","Australia","OECD Asia Oceania",1999,328.860526,18.951,679.497,4445.6022
"4150","Israel","OECD Asia Oceania",1999,50.700863,6.137,147.603,702.0693
"4151","Japan","OECD Asia Oceania",1999,1129.629337,126.587,3916.362,21263.9558
"4152","Korea","OECD Asia Oceania",1999,377.985023,46.617,896.524,7238.4544
"4153","New Zealand","OECD Asia Oceania",1999,28.108143,3.843,101.4,692.0566
"4154","Austria","OECD Europe",1999,61.49366,7.992,291.977,1201.9007
"4155","Belgium","OECD Europe",1999,112.303043,10.223,359.919,2403.1383
"4156","Czech Republic","OECD Europe",1999,110.068171,10.283,203.205,1639.3263
"4157","Denmark","OECD Europe",1999,54.770958,5.321,213.368,802.7221
"4158","Estonia","OECD Europe",1999,14.901938,1.379,18.865,201.5564
"4159","Finland","OECD Europe",1999,56.010852,5.166,166.507,1359.0195
"4160","France","OECD Europe",1999,366.494743,60.457,1999.419,10444.3832
"4161","Germany","OECD Europe",1999,815.028272,81.422,2850.889,14024.2526
"4162","Greece","OECD Europe",1999,81.075914,10.762,253.576,1076.9015
"4163","Hungary","OECD Europe",1999,56.69714,10.238,168.597,1067.5815
"4164","Iceland","OECD Europe",1999,2.054388,0.277,9.064,116.5788
"4165","Ireland","OECD Europe",1999,39.10453,3.755,133.751,557.1968
"4166","Italy","OECD Europe",1999,417.603569,56.916,1943.639,7047.1915
"4167","Latvia","OECD Europe",1999,7.408125,2.391,24.158,166.536
"4168","Luxembourg","OECD Europe",1999,7.452607,0.431,30.787,130.9736
"4169","Netherlands","OECD Europe",1999,160.775227,15.809,624.271,3134.189
"4170","Norway","OECD Europe",1999,37.210165,4.462,235.34,1104.6721
"4171","Poland","OECD Europe",1999,302.872775,38.27,522.188,3879.3535
"4172","Portugal","OECD Europe",1999,58.367207,10.218,258.929,1022.5529
"4173","Slovak Republic","OECD Europe",1999,38.830591,5.396,82.596,739.0797
"4174","Slovenia","OECD Europe",1999,14.451696,1.984,42.052,269.2111
"4175","Spain","OECD Europe",1999,263.81641,40.37,1136.083,4866.4314
"4176","Sweden","OECD Europe",1999,56.108537,8.858,302.93,2099.629
"4177","Switzerland","OECD Europe",1999,42.910644,7.21,331.431,1061.0356
"4178","Turkey","OECD Europe",1999,177.008892,63.364,799.18,2948.7514
"4179","United Kingdom","OECD Europe",1999,511.818712,58.684,1847.587,9297.1578
"4180","Albania","Non-OECD Europe and Eurasia",1999,2.921343,3.109,14.846,74.9951
"4181","Armenia","Non-OECD Europe and Eurasia",1999,2.930789,3.094,8.306,76.7634
"4182","Azerbaijan","Non-OECD Europe and Eurasia",1999,25.755559,7.983,31.65,457.587
"4183","Belarus","Non-OECD Europe and Eurasia",1999,54.079154,10.027,67.633,1012.3754
"4184","Bosnia and Herzegovina","Non-OECD Europe and Eurasia",1999,10.407414,3.784,21.42,138.7445
"4185","Bulgaria","Non-OECD Europe and Eurasia",1999,43.04297,8.211,68.79,766.8172
"4186","Croatia","Non-OECD Europe and Eurasia",1999,17.382551,4.554,63.366,364.7113
"4187","Cyprus","Non-OECD Europe and Eurasia",1999,6.070793,0.683,19.759,83.1781
"4188","FYR of Macedonia","Non-OECD Europe and Eurasia",1999,8.890078,1.999,17.186,113.4649
"4189","Georgia","Non-OECD Europe and Eurasia",1999,4.383614,4.453,13.892,116.499
"4190","Gibraltar","Non-OECD Europe and Eurasia",1999,0.324374,0.029,0.741,5.1036
"4191","Kazakhstan","Non-OECD Europe and Eurasia",1999,115.895146,14.928,137.743,1503.9617
"4192","Kosovo","Non-OECD Europe and Eurasia",1999,NA,NA,NA,NA
"4193","Kyrgyzstan","Non-OECD Europe and Eurasia",1999,4.620114,4.84,9.444,101.0063
"4194","Lithuania","Non-OECD Europe and Eurasia",1999,11.896169,3.524,39.163,333.4186
"4195","Malta","Non-OECD Europe and Eurasia",1999,2.408331,0.388,8.465,31.5362
"4196","Republic of Moldova","Non-OECD Europe and Eurasia",1999,7.139658,3.647,8.135,130.4448
"4197","Montenegro","Non-OECD Europe and Eurasia",1999,NA,NA,NA,NA
"4198","Romania","Non-OECD Europe and Eurasia",1999,82.871525,22.472,214.624,1518.3422
"4199","Russian Federation","Non-OECD Europe and Eurasia",1999,1442.788318,147.214,1661.062,25497.2307
"4200","Serbia","Non-OECD Europe and Eurasia",1999,40.066785,9.908,51.856,532.5661
"4201","Tajikistan","Non-OECD Europe and Eurasia",1999,2.529535,6.094,6.635,93.7161
"4202","Turkmenistan","Non-OECD Europe and Eurasia",1999,35.577121,4.449,22.374,620.9432
"4203","Ukraine","Non-OECD Europe and Eurasia",1999,303.076598,49.673,218.816,5654.7509
"4204","Uzbekistan","Non-OECD Europe and Eurasia",1999,113.847501,24.312,57.504,2148.2436
"4205","Former Soviet Union (if no detail)","Non-OECD Europe and Eurasia",1999,NA,NA,NA,NA
"4206","Former Yugoslavia (if no detail)","Non-OECD Europe and Eurasia",1999,NA,NA,NA,NA
"4207","Algeria","Africa",1999,60.906555,30.767,300.464,1112.6397
"4208","Angola","Africa",1999,4.741169,14.602,54.87,293.0709
"4209","Benin","Africa",1999,1.340123,6.74,10.59,96.1371
"4210","Botswana","Africa",1999,3.858113,1.708,17.286,72.3085
"4211","Cameroon","Africa",1999,2.400849,15.514,36.011,253.3284
"4212","Congo","Africa",1999,0.373515,3.032,13.162,29.9308
"4213","Côte d'Ivoire","Africa",1999,6.686284,16.138,49.208,294.1243
"4214","Dem. Rep. of Congo","Africa",1999,1.254907,46.788,26.221,580.8763
"4215","Egypt","Africa",1999,102.322682,67.113,480.166,1780.9473
"4216","Eritrea","Africa",1999,0.627798,3.43,5.763,29.3694
"4217","Ethiopia","Africa",1999,2.917209,64.55,37.996,1286.8028
"4218","Gabon","Africa",1999,1.521886,1.202,21.861,61.2891
"4219","Ghana","Africa",1999,5.856691,18.384,40.423,321.5556
"4220","Kenya","Africa",1999,6.899665,30.301,65.307,566.1393
"4221","Libya","Africa",1999,34.505603,5.245,110.949,631.5076
"4222","Mauritius","Africa",1999,2.1977,1.175,11.563,38.1531
"4223","Morocco","Africa",1999,29.07687,28.631,125.715,458.946
"4224","Mozambique","Africa",1999,1.145841,17.774,9.778,284.2311
"4225","Namibia","Africa",1999,1.975448,1.857,10.979,44.9007
"4226","Niger","Africa",1999,NA,NA,NA,NA
"4227","Nigeria","Africa",1999,39.425367,119.826,324.187,3468.07
"4228","Senegal","Africa",1999,3.554346,9.618,18.013,94.3859
"4229","South Africa","Africa",1999,274.261843,44.234,410.697,4574.6872
"4230","South Sudan","Africa",1999,NA,NA,NA,NA
"4231","Sudan","Africa",1999,5.089141,33.805,71.525,589.3187
"4232","United Rep. of Tanzania","Africa",1999,2.178543,33.135,45.937,533.951
"4233","Togo","Africa",1999,1.092164,4.748,6.268,88.5607
"4234","Tunisia","Africa",1999,16.889007,9.604,69.066,295.1663
"4235","Zambia","Africa",1999,1.642022,10.309,20.874,257.0099
"4236","Zimbabwe","Africa",1999,15.410759,12.374,31.854,443.2873
"4237","Other Africa","Africa",1999,16.040594,141.514,168.731,2103.2017
"4238","Bangladesh","Asia",1999,19.668154,128.746,201.039,738.9375
"4239","Brunei Darussalam","Asia",1999,4.188355,0.324,23.54,99.306
"4240","Cambodia","Asia",1999,1.906492,11.928,15.062,143.8776
"4241","DPR of Korea","Asia",1999,64.955732,22.642,111.704,770.7348
"4242","India","Asia",1999,856.221853,1034.977,2506.194,18034.8587
"4243","Indonesia","Asia",1999,262.40151,208.644,1146.891,6012.4596
"4244","Malaysia","Asia",1999,106.315325,22.899,340.356,1794.9088
"4245","Mongolia","Asia",1999,8.581934,2.376,10.81,93.953
"4246","Myanmar","Asia",1999,8.614303,47.107,71.233,521.1952
"4247","Nepal","Asia",1999,3.005793,23.315,33.724,321.5541
"4248","Pakistan","Asia",1999,94.842719,135.158,454.952,2588.5669
"4249","Philippines","Asia",1999,67.079267,76.285,309.144,1617.9294
"4250","Singapore","Asia",1999,37.802136,3.959,187.128,760.3487
"4251","Sri Lanka","Asia",1999,9.099127,18.532,96.21,316.5279
"4252","Chinese Taipei","Asia",1999,195.615938,21.781,543.706,3288.7867
"4253","Thailand","Asia",1999,151.725904,61.974,542.665,2955.984
"4254","Viet Nam","Asia",1999,40.266506,76.597,188.729,1143.5798
"4255","Other Asia","Asia",1999,10.755656,33.831,76.416,335.9389
"4256","People's Rep. of China","China",1999,2899.958836,1252.735,4177.204,45995.1675
"4257","Hong Kong, China","China",1999,44.456786,6.607,206.324,672.661
"4258","Argentina","Non-OECD Americas",1999,139.298152,36.648,473.652,2547.062
"4259","Bolivia","Non-OECD Americas",1999,6.544429,8.183,35.169,183.5785
"4260","Brazil","Non-OECD Americas",1999,279.643884,173.153,1875.68,7816.3678
"4261","Colombia","Non-OECD Americas",1999,52.009058,39.819,314.973,1075.605
"4262","Costa Rica","Non-OECD Americas",1999,4.563314,3.849,35.664,110.061
"4263","Cuba","Non-OECD Americas",1999,26.894508,11.081,116.095,497.5616
"4264","Curaçao","Non-OECD Americas",1999,5.392626,0.208,2.022,85.7009
"4265","Dominican Republic","Non-OECD Americas",1999,17.466377,8.429,63.713,279.469
"4266","Ecuador","Non-OECD Americas",1999,16.515365,12.399,90.421,333.124
"4267","El Salvador","Non-OECD Americas",1999,5.164102,5.776,35.814,158.7622
"4268","Guatemala","Non-OECD Americas",1999,7.51419,11.409,66.884,286.1853
"4269","Haiti","Non-OECD Americas",1999,1.354379,8.404,14.444,86.9505
"4270","Honduras","Non-OECD Americas",1999,4.359057,6.115,20.12,122.4074
"4271","Jamaica","Non-OECD Americas",1999,9.735221,2.58,20.451,150.9323
"4272","Nicaragua","Non-OECD Americas",1999,3.391005,4.95,16.44,102.8271
"4273","Panama","Non-OECD Americas",1999,4.687082,2.97,30.558,106.1833
"4274","Paraguay","Non-OECD Americas",1999,4.02544,5.197,32.362,172.2505
"4275","Peru","Non-OECD Americas",1999,26.846399,25.561,160.998,513.1796
"4276","Suriname","Non-OECD Americas",1999,NA,NA,NA,NA
"4277","Trinidad and Tobago","Non-OECD Americas",1999,9.477198,1.265,20.252,389.1319
"4278","Uruguay","Non-OECD Americas",1999,6.400692,3.309,42.72,135.4932
"4279","Venezuela","Non-OECD Americas",1999,109.319484,24.023,333.516,2088.9553
"4280","Other Non-OECD Americas","Non-OECD Americas",1999,14.05407,3.373,37.607,235.2382
"4281","Bahrain","Middle East",1999,15.389761,0.641,28.018,315.8534
"4282","Islamic Rep. of Iran","Middle East",1999,298.454308,64.78,725.648,5284.6248
"4283","Iraq","Middle East",1999,60.885974,22.889,277.248,923.5086
"4284","Jordan","Middle East",1999,13.750682,4.691,34.694,194.5934
"4285","Kuwait","Middle East",1999,42.745567,1.853,134.188,754.3919
"4286","Lebanon","Middle East",1999,15.649449,3.157,39.202,226.0085
"4287","Oman","Middle East",1999,17.48308,2.225,92.676,294.7683
"4288","Qatar","Middle East",1999,22.54833,0.571,58.891,473.8569
"4289","Saudi Arabia","Middle East",1999,226.105545,20.826,706.393,3918.4296
"4290","Syrian Arab Republic","Middle East",1999,36.555403,15.972,83.346,644.213
"4291","United Arab Emirates","Middle East",1999,80.606698,2.884,289.013,1349.9129
"4292","Yemen","Middle East",1999,12.596355,17.304,62.694,187.1989
